graph_label,graph_seed,num_nodes,density,source,target,algorithm,run,time_ms,nodes_expanded,path_cost
small,1,100,0.15,59,6,dijkstra_bidireccional,1,0.109791,29,0.831443
small,1,100,0.15,59,6,dijkstra_bidireccional,2,0.107250,29,0.831443
small,1,100,0.15,59,6,dijkstra_bidireccional,3,0.106958,29,0.831443
small,1,100,0.15,62,88,dijkstra,1,0.132375,59,0.830687
small,1,100,0.15,62,88,dijkstra,2,0.129041,59,0.830687
small,1,100,0.15,62,88,dijkstra,3,0.127208,59,0.830687
small,1,100,0.15,62,88,astar,1,0.017709,2,0.830687
small,1,100,0.15,62,88,astar,2,0.016833,2,0.830687
small,1,100,0.15,62,88,astar,3,0.016500,2,0.830687
small,1,100,0.15,62,88,dijkstra_bidireccional,1,0.179375,53,0.835385
small,1,100,0.15,62,88,dijkstra_bidireccional,2,0.174541,53,0.835385
small,1,100,0.15,62,88,dijkstra_bidireccional,3,0.163459,53,0.835385
medium,2,500,0.1,364,338,dijkstra,1,1.169250,161,0.447122
medium,2,500,0.1,364,338,dijkstra,2,1.364708,161,0.447122
medium,2,500,0.1,364,338,dijkstra,3,1.186417,161,0.447122
medium,2,500,0.1,364,338,astar,1,0.083833,2,0.447122
medium,2,500,0.1,364,338,astar,2,0.065500,2,0.447122
medium,2,500,0.1,364,338,astar,3,0.063333,2,0.447122
medium,2,500,0.1,364,338,dijkstra_bidireccional,1,1.224625,137,0.463296
medium,2,500,0.1,364,338,dijkstra_bidireccional,2,1.186917,137,0.463296
medium,2,500,0.1,364,338,dijkstra_bidireccional,3,1.223084,137,0.463296
medium,2,500,0.1,311,93,dijkstra,1,1.375500,200,0.519241
medium,2,500,0.1,311,93,dijkstra,2,1.311542,200,0.519241
medium,2,500,0.1,311,93,dijkstra,3,1.309459,200,0.519241
medium,2,500,0.1,311,93,astar,1,0.164208,5,0.519241
medium,2,500,0.1,311,93,astar,2,0.154958,5,0.519241
medium,2,500,0.1,311,93,astar,3,0.187375,5,0.519241
medium,2,500,0.1,311,93,dijkstra_bidireccional,1,0.971833,89,0.523879
medium,2,500,0.1,311,93,dijkstra_bidireccional,2,0.892792,89,0.523879
medium,2,500,0.1,311,93,dijkstra_bidireccional,3,0.885375,89,0.523879
medium,2,500,0.1,86,283,dijkstra,1,0.399166,46,0.209088
medium,2,500,0.1,86,283,dijkstra,2,0.378709,46,0.209088
medium,2,500,0.1,86,283,dijkstra,3,0.378917,46,0.209088
medium,2,500,0.1,86,283,astar,1,0.099791,3,0.209088
medium,2,500,0.1,86,283,astar,2,0.094583,3,0.209088
medium,2,500,0.1,86,283,astar,3,0.094125,3,0.209088
medium,2,500,0.1,86,283,dijkstra_bidireccional,1,0.364334,24,0.251301
medium,2,500,0.1,86,283,dijkstra_bidireccional,2,0.374167,24,0.251301
medium,2,500,0.1,86,283,dijkstra_bidireccional,3,0.359459,24,0.251301
medium,2,500,0.1,75,346,dijkstra,1,1.672875,217,0.614096
medium,2,500,0.1,75,346,dijkstra,2,1.483958,217,0.614096
medium,2,500,0.1,75,346,dijkstra,3,1.370542,217,0.614096
medium,2,500,0.1,75,346,astar,1,0.158375,4,0.614096
medium,2,500,0.1,75,346,astar,2,0.128125,4,0.614096
medium,2,500,0.1,75,346,astar,3,0.137459,4,0.614096
medium,2,500,0.1,75,346,dijkstra_bidireccional,1,1.271084,140,0.622969
medium,2,500,0.1,75,346,dijkstra_bidireccional,2,1.220167,140,0.622969
medium,2,500,0.1,75,346,dijkstra_bidireccional,3,1.227583,140,0.622969
medium,2,500,0.1,271,278,dijkstra,1,1.410750,178,0.383048
medium,2,500,0.1,271,278,dijkstra,2,1.222792,178,0.383048
medium,2,500,0.1,271,278,dijkstra,3,1.099500,178,0.383048
medium,2,500,0.1,271,278,astar,1,0.073959,2,0.383048
medium,2,500,0.1,271,278,astar,2,0.061250,2,0.383048
medium,2,500,0.1,271,278,astar,3,0.060750,2,0.383048
medium,2,500,0.1,271,278,dijkstra_bidireccional,1,0.816833,79,0.452343
medium,2,500,0.1,271,278,dijkstra_bidireccional,2,0.786125,79,0.452343
medium,2,500,0.1,271,278,dijkstra_bidireccional,3,0.783916,79,0.452343
medium,2,500,0.1,22,370,dijkstra,1,1.568666,233,0.636189
medium,2,500,0.1,22,370,dijkstra,2,2.253625,233,0.636189
medium,2,500,0.1,22,370,dijkstra,3,1.528083,233,0.636189
medium,2,500,0.1,22,370,astar,1,0.196667,7,0.636189
medium,2,500,0.1,22,370,astar,2,0.177334,7,0.636189
medium,2,500,0.1,22,370,astar,3,0.177416,7,0.636189
medium,2,500,0.1,22,370,dijkstra_bidireccional,1,1.878209,214,0.689476
medium,2,500,0.1,22,370,dijkstra_bidireccional,2,1.779916,214,0.689476
medium,2,500,0.1,22,370,dijkstra_bidireccional,3,1.715083,214,0.689476
medium,2,500,0.1,315,183,dijkstra,1,2.595792,406,0.688103
medium,2,500,0.1,315,183,dijkstra,2,2.408166,406,0.688103
medium,2,500,0.1,315,183,dijkstra,3,2.784583,406,0.688103
medium,2,500,0.1,315,183,astar,1,0.290958,11,0.688103
medium,2,500,0.1,315,183,astar,2,0.239875,11,0.688103
medium,2,500,0.1,315,183,astar,3,0.235084,11,0.688103
medium,2,500,0.1,315,183,dijkstra_bidireccional,1,2.535583,310,0.688103
medium,2,500,0.1,315,183,dijkstra_bidireccional,2,2.373542,310,0.688103
medium,2,500,0.1,315,183,dijkstra_bidireccional,3,2.549541,310,0.688103
medium,2,500,0.1,196,149,dijkstra,1,0.336583,37,0.178396
medium,2,500,0.1,196,149,dijkstra,2,0.314875,37,0.178396
medium,2,500,0.1,196,149,dijkstra,3,0.312458,37,0.178396
medium,2,500,0.1,196,149,astar,1,0.123667,4,0.178396
medium,2,500,0.1,196,149,astar,2,0.111458,4,0.178396
medium,2,500,0.1,196,149,astar,3,0.110208,4,0.178396
medium,2,500,0.1,196,149,dijkstra_bidireccional,1,0.274500,16,0.178396
medium,2,500,0.1,196,149,dijkstra_bidireccional,2,0.269917,16,0.178396
medium,2,500,0.1,196,149,dijkstra_bidireccional,3,0.268833,16,0.178396
medium,2,500,0.1,289,297,dijkstra,1,2.116042,339,0.608553
medium,2,500,0.1,289,297,dijkstra,2,2.072375,339,0.608553
medium,2,500,0.1,289,297,dijkstra,3,2.369292,339,0.608553
medium,2,500,0.1,289,297,astar,1,0.081542,2,0.608553
medium,2,500,0.1,289,297,astar,2,0.066000,2,0.608553
medium,2,500,0.1,289,297,astar,3,0.062291,2,0.608553
medium,2,500,0.1,289,297,dijkstra_bidireccional,1,1.982750,243,0.651492
medium,2,500,0.1,289,297,dijkstra_bidireccional,2,2.042083,243,0.651492
medium,2,500,0.1,289,297,dijkstra_bidireccional,3,1.897458,243,0.651492
medium,2,500,0.1,316,219,dijkstra,1,0.825958,128,0.306465
medium,2,500,0.1,316,219,dijkstra,2,0.819209,128,0.306465
medium,2,500,0.1,316,219,dijkstra,3,0.821042,128,0.306465
medium,2,500,0.1,316,219,astar,1,0.064042,2,0.306465
medium,2,500,0.1,316,219,astar,2,0.055125,2,0.306465
medium,2,500,0.1,316,219,astar,3,0.054417,2,0.306465
medium,2,500,0.1,316,219,dijkstra_bidireccional,1,0.709208,60,0.353778
medium,2,500,0.1,316,219,dijkstra_bidireccional,2,0.641000,60,0.353778
medium,2,500,0.1,316,219,dijkstra_bidireccional,3,0.624416,60,0.353778
large,3,1000,0.05,346,893,dijkstra,1,1.719458,181,0.310470
large,3,1000,0.05,346,893,dijkstra,2,1.388083,181,0.310470
large,3,1000,0.05,346,893,dijkstra,3,1.324458,181,0.310470
large,3,1000,0.05,346,893,astar,1,0.437875,14,0.310470
large,3,1000,0.05,346,893,astar,2,0.398708,14,0.310470
large,3,1000,0.05,346,893,astar,3,0.397375,14,0.310470
large,3,1000,0.05,346,893,dijkstra_bidireccional,1,0.843792,56,0.310470
large,3,1000,0.05,346,893,dijkstra_bidireccional,2,0.803167,56,0.310470
large,3,1000,0.05,346,893,dijkstra_bidireccional,3,0.851209,56,0.310470
large,3,1000,0.05,705,79,dijkstra,1,1.052083,99,0.337076
large,3,1000,0.05,705,79,dijkstra,2,1.129583,99,0.337076
large,3,1000,0.05,705,79,dijkstra,3,0.861000,99,0.337076
large,3,1000,0.05,705,79,astar,1,0.095625,2,0.337076
large,3,1000,0.05,705,79,astar,2,0.075834,2,0.337076
large,3,1000,0.05,705,79,astar,3,0.074583,2,0.337076
large,3,1000,0.05,705,79,dijkstra_bidireccional,1,0.677000,40,0.354198
large,3,1000,0.05,705,79,dijkstra_bidireccional,2,0.650250,40,0.354198
large,3,1000,0.05,705,79,dijkstra_bidireccional,3,0.774125,40,0.354198
large,3,1000,0.05,837,220,dijkstra,1,0.650500,51,0.213397
large,3,1000,0.05,837,220,dijkstra,2,0.531708,51,0.213397
large,3,1000,0.05,837,220,dijkstra,3,0.524375,51,0.213397
large,3,1000,0.05,837,220,astar,1,0.221625,6,0.213397
large,3,1000,0.05,837,220,astar,2,0.201333,6,0.213397
large,3,1000,0.05,837,220,astar,3,0.199791,6,0.213397
large,3,1000,0.05,837,220,dijkstra_bidireccional,1,0.239583,8,0.213397
large,3,1000,0.05,837,220,dijkstra_bidireccional,2,0.218750,8,0.213397
large,3,1000,0.05,837,220,dijkstra_bidireccional,3,0.217333,8,0.213397
large,3,1000,0.05,956,736,dijkstra,1,3.560292,452,0.517763
large,3,1000,0.05,956,736,dijkstra,2,3.405958,452,0.517763
large,3,1000,0.05,956,736,dijkstra,3,3.925042,452,0.517763
large,3,1000,0.05,956,736,astar,1,0.211292,5,0.517763
large,3,1000,0.05,956,736,astar,2,0.164875,5,0.517763
large,3,1000,0.05,956,736,astar,3,0.161584,5,0.517763
large,3,1000,0.05,956,736,dijkstra_bidireccional,1,3.095083,302,0.527544
large,3,1000,0.05,956,736,dijkstra_bidireccional,2,3.024792,302,0.527544
large,3,1000,0.05,956,736,dijkstra_bidireccional,3,3.114458,302,0.527544
large,3,1000,0.05,756,124,dijkstra,1,7.319041,985,1.047463
large,3,1000,0.05,756,124,dijkstra,2,6.959333,985,1.047463
large,3,1000,0.05,756,124,dijkstra,3,7.154292,985,1.047463
large,3,1000,0.05,756,124,astar,1,0.228500,5,1.047463
large,3,1000,0.05,756,124,astar,2,0.324167,5,1.047463
large,3,1000,0.05,756,124,astar,3,0.255250,5,1.047463
large,3,1000,0.05,756,124,dijkstra_bidireccional,1,7.385666,738,1.062808
large,3,1000,0.05,756,124,dijkstra_bidireccional,2,6.749834,738,1.062808
large,3,1000,0.05,756,124,dijkstra_bidireccional,3,7.115333,738,1.062808
large,3,1000,0.05,472,911,dijkstra,1,3.458500,467,0.638799
large,3,1000,0.05,472,911,dijkstra,2,3.608542,467,0.638799
large,3,1000,0.05,472,911,dijkstra,3,3.314458,467,0.638799
large,3,1000,0.05,472,911,astar,1,0.095417,2,0.638799
large,3,1000,0.05,472,911,astar,2,0.078791,2,0.638799
large,3,1000,0.05,472,911,astar,3,0.075417,2,0.638799
large,3,1000,0.05,472,911,dijkstra_bidireccional,1,4.956625,431,0.694977
large,3,1000,0.05,472,911,dijkstra_bidireccional,2,4.079083,431,0.694977
large,3,1000,0.05,472,911,dijkstra_bidireccional,3,4.392584,431,0.694977
large,3,1000,0.05,713,752,dijkstra,1,4.509291,608,0.712555
large,3,1000,0.05,713,752,dijkstra,2,4.677125,608,0.712555
large,3,1000,0.05,713,752,dijkstra,3,4.272417,608,0.712555
large,3,1000,0.05,713,752,astar,1,0.403584,11,0.712555
large,3,1000,0.05,713,752,astar,2,0.349625,11,0.712555
large,3,1000,0.05,713,752,astar,3,0.335958,11,0.712555
large,3,1000,0.05,713,752,dijkstra_bidireccional,1,3.962250,394,0.726370
large,3,1000,0.05,713,752,dijkstra_bidireccional,2,4.359084,394,0.726370
large,3,1000,0.05,713,752,dijkstra_bidireccional,3,3.793541,394,0.726370
large,3,1000,0.05,934,617,dijkstra,1,6.694833,971,0.681208
large,3,1000,0.05,934,617,dijkstra,2,6.940542,971,0.681208
large,3,1000,0.05,934,617,dijkstra,3,6.557000,971,0.681208
large,3,1000,0.05,934,617,astar,1,0.201375,4,0.681208
large,3,1000,0.05,934,617,astar,2,0.156708,4,0.681208
large,3,1000,0.05,934,617,astar,3,0.150000,4,0.681208
large,3,1000,0.05,934,617,dijkstra_bidireccional,1,3.446209,342,0.702182
large,3,1000,0.05,934,617,dijkstra_bidireccional,2,4.245667,342,0.702182
large,3,1000,0.05,934,617,dijkstra_bidireccional,3,3.471375,342,0.702182
large,3,1000,0.05,670,391,dijkstra,1,7.131000,998,1.297541
large,3,1000,0.05,670,391,dijkstra,2,7.296750,998,1.297541
large,3,1000,0.05,670,391,dijkstra,3,7.075416,998,1.297541
large,3,1000,0.05,670,391,astar,1,0.321750,8,1.297541
large,3,1000,0.05,670,391,astar,2,0.260625,8,1.297541
large,3,1000,0.05,670,391,astar,3,0.273125,8,1.297541
large,3,1000,0.05,670,391,dijkstra_bidireccional,1,7.514417,769,1.309970
large,3,1000,0.05,670,391,dijkstra_bidireccional,2,7.150375,769,1.309970
large,3,1000,0.05,670,391,dijkstra_bidireccional,3,7.073542,769,1.309970
large,3,1000,0.05,731,467,dijkstra,1,4.661125,608,0.462888
large,3,1000,0.05,731,467,dijkstra,2,4.209625,608,0.462888
large,3,1000,0.05,731,467,dijkstra,3,4.163292,608,0.462888
large,3,1000,0.05,731,467,astar,1,0.174084,4,0.462888
large,3,1000,0.05,731,467,astar,2,0.149292,4,0.462888
large,3,1000,0.05,731,467,astar,3,0.144750,4,0.462888
large,3,1000,0.05,731,467,dijkstra_bidireccional,1,1.838000,166,0.462888
large,3,1000,0.05,731,467,dijkstra_bidireccional,2,1.801959,166,0.462888
large,3,1000,0.05,731,467,dijkstra_bidireccional,3,2.359709,166,0.462888
